text,label
i can talk to about many things but i still feel alone because i dont want to have different conversations with different people to feel better,sadness
let go of something old that no longer serves you to make room for something new,inspirational
i also feel more reluctant to share anything more than funny anecdotes or a recap of vacations events and milestones,fear
i always feel that my choices in life are always uncertain,fear
i feel disgusted with toadies,anger
i stood in my closet calling myself fat and feeling ugly i can relate to the need to be kinder to myself,sadness
@Briana_Rashae I'd like to rape the bitch that posted that.,hate
i used to feel cowered or sort of apprehensive about posting certain things especially when people responded in a way that made me feel awkward,fear
i write to work through my feelings its where i feel the safest to be my most vulnerable,fear
i know i said i wouldnt blog anymore but im actually feeling so damn helpless at the moment i dont even,fear
Must have been a light skin hoe &#8220;@CampaignMindy: Lmfao wtf she mean af &#128557;&#128557;&#8220;@TrickingGawd: HE WASNT READY BRUH RIP!! http://t.co/lJRqrdBMfi&#8221;&#8221;,hate
i only learned about the whole story today and i feel shocked and very sad for the family but im glad that help has been swiftly offered by ntuc and mcys and also very glad that mr,surprise
i feel passionate about it the people involved feel passionate about it susan b,joy
i didnt feel charming,joy
i could physically feel the lack of my meditation time and i was amazed at how devastating it was to me on all levels,surprise
i feel angry i feel angry see me frown see me frown,anger
i feel not quite so shy with them as i usually do when meeting new people,fear
i feel incredibly selfish just saying any of this,anger
Flipping back and forth between #Yankees playoff baseball and the Trainwreck Formerly Known as the New York Jets,neutral
i studied like a maniac and i was prepared but i still went in feeling nervous,fear
don t let the tall weeds cast a shadow on the beautiful flowers in your garden,inspirational
i know having glasses is very common but i feel very strange with that,surprise
wherever the art of medicine is loved there is also a love of humanity,inspirational
i remember feeling stunned but had no particular reason to feel that way,surprise
i feel it was a very innocent thought i still feel the same but somehow have understood the real meaning out of it,joy
i feel charming oh so charming a href http www,joy
"One of my favorite songs. ""There's a man on the shoreline with a white parakeet trying to make his bird go home."" http://t.co/bQ3CBIPk6s",neutral
i am not sure how i feel about damon as romantic hero,love
i went to bed but feeling deeply disturbed by the story didnt sleep very well,sadness
i hugged back feeling oddly compassionate instead of pervy at the moment,love
be ruthless about protecting writing days i e do not cave in to endless requests to have essential and long overdue meetings on those days the funny thing is that although writing has been my actual job for several years now i still seem to have to fight for time in which to do it some people do not seem to grasp that i still have to sit down in peace and write the books apparently believing that they pop up like mushrooms without my connivance i must therefore guard the time allotted to writing as a hungarian horntail guards its firstborn egg,inspirational
im feeling inspired and believe that november is my month and this gt a href http www,joy
i mean how cute is the brides bow birdcage and the feeling of sweet and intimate about the entire ceremony,love
i also feel guilty of not only killing away lakhs of innocents but also leading away youngsters like you into draining your precious lives and energy into wasting act that i called jihad,sadness
"RT @_blkarab24: Whats a bad bitch to 
a queen with Goals&#10067;",offensive
People be so angry tonight on dis here tweeter. It hard for a colored man to see all dis anger. Like bein in a waffle house in Mississippi,neutral
hope gezus gets shot in his faggot head #houston #nbombs,hate
"RT @IAmNiaRich: Nigga screamed like a Lil bitch lol 

https://t.co/b1qBnDPxdv",hate
i am so sorry for your loss and through this video i could sincerely feel your pain and longing to your mother,love
i listen to when i m feeling nostalgic or sad or uninspired,love
i did i am sorry i didn t mean to make these plus size women feel insulted but most of the times i wasn t talking about health and beauty or husband s preference at all,anger
When did Miley turn ghetto?,neutral
i have an episode consisting of feeling hot faint like im going to projectile vomit and crap myself at the same time and this is usually accompanied by full body tremors,love
i feel like i have disappointed everyone in my life,sadness
